AadhaarNo,Name,Age,Address,Email,PhoneNo,City,State,Devices,AssignedIPs,ISP,IsSuspicious,SuspiciousType,HomeLocation,UsualActiveHours
761690947517,Dalbir Bala,61,"49/261, Loyal, Hyderabad, Telangana - 085390",dalbir.bala289@gmail.com,7881730396,Hyderabad,Telangana,358755072896969,192.168.1.227|192.168.1.129|192.168.1.143|192.168.1.15|192.168.1.195,Airtel,False,,"19.971372,76.77804",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
169724722835,Alka Bhattacharyya,43,"341, Bhalla Nagar, Kolkata, West Bengal - 344938",alka.bhattacharyya257@gmail.com,7028295552,Kolkata,West Bengal,865856031170953,192.168.1.208|192.168.1.81,BSNL,False,,"20.282528,77.338389",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
898727332477,Ganga Kalla,55,"98/79, Buch Marg, Mumbai, Maharashtra - 592543",ganga.kalla490@gmail.com,6806606179,Mumbai,Maharashtra,356944105967009,117.18.100.233|125.99.123.92|125.99.244.164,Vi,False,,"19.095197,72.888637",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
549225138605,Zayan Raval,62,"H.No. 590, Sheth Path, Ahmedabad, Gujarat - 436429",zayan.raval736@gmail.com,7868501889,Ahmedabad,Gujarat,358755071098879,192.168.1.193|192.168.1.145|192.168.1.59|192.168.1.119|192.168.1.90,BSNL,False,,"19.918789,77.043685",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
803358613307,Neel Upadhyay,36,"H.No. 19, Narayan Marg, Ahmedabad, Gujarat - 601817",neel.upadhyay512@gmail.com,7615253758,Ahmedabad,Gujarat,352267115652380|358755072507479,192.168.1.35|192.168.1.157|192.168.1.250,BSNL,False,,"20.052667,77.037396",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
292417525491,Raagini Kade,45,"84/40, Thakkar Ganj, Mumbai, Maharashtra - 456723",raagini.kade32@yahoo.in,7801427610,Mumbai,Maharashtra,865856039425236,117.18.152.47|125.99.233.8,Airtel,False,,"19.02599,72.922886",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
605669623991,Orinder Kumar,56,"963, Krishnan Marg, Ahmedabad, Gujarat - 505340",orinder.kumar439@gmail.com,9514226935,Ahmedabad,Gujarat,352267111493445|352267116142155,192.168.1.190|192.168.1.33|192.168.1.197|192.168.1.208,Vi,False,,"20.015249,77.00158",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
739448312337,Ekbal Sibal,28,"H.No. 862, Kohli Road, Ahmedabad, Gujarat - 347300",ekbal.sibal116@gmail.com,7759800305,Ahmedabad,Gujarat,358495097920790,192.168.1.224|192.168.1.220|192.168.1.139|192.168.1.17|192.168.1.102,Airtel,False,,"20.046108,77.062583",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
766646417996,Rishi Morar,69,"H.No. 23, Khurana Marg, Delhi, Delhi - 145134",rishi.morar825@yahoo.in,6457495027,Delhi,Delhi,358495098606384|352267113519499|353281086034063,117.97.149.245|117.97.157.77|117.97.122.248|203.122.231.232|106.51.27.194,Airtel,False,,"28.80858,77.151783",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
629794008605,Jagdish Balay,73,"25/19, Nadig Street, Hyderabad, Telangana - 585917",jagdish.balay396@yahoo.in,7506961032,Hyderabad,Telangana,358755078580414,192.168.1.181|192.168.1.172|192.168.1.250,BSNL,False,,"19.75793,77.031044",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
076278471095,Rohan Nayar,35,"H.No. 104, Dube Chowk, Pune, Maharashtra - 630968",rohan.nayar685@yahoo.in,7606014164,Pune,Maharashtra,352267116043890|356944106946077,192.168.1.126|192.168.1.238|192.168.1.213|192.168.1.156,Vi,False,,"19.681316,77.08412",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
076888058529,Charita Tella,57,"17/461, Dayal Nagar, Kolkata, West Bengal - 794011",charita.tella589@gmail.com,8113501525,Kolkata,West Bengal,353281081626771,192.168.1.67|192.168.1.180|192.168.1.185|192.168.1.33,Vi,False,,"19.984386,77.034372",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
914081881865,Upkaar Zachariah,71,"394, Subramaniam Zila, Hyderabad, Telangana - 478268",upkaar.zachariah173@yahoo.in,8048209771,Hyderabad,Telangana,353281082632394,192.168.1.137|192.168.1.91|192.168.1.226,Airtel,False,,"20.26474,77.125265",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
374331828134,Bhavika Walla,23,"80/214, Sawhney Marg, Bangalore, Karnataka - 173825",bhavika.walla15@gmail.com,9191824621,Bangalore,Karnataka,358755075406711,103.248.221.207|103.248.136.20|103.248.167.158,Vi,False,,"13.178473,77.402179",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
473301279428,Darpan Dugar,23,"H.No. 956, Bal Chowk, Hyderabad, Telangana - 991383",darpan.dugar723@yahoo.in,8306269434,Hyderabad,Telangana,358495099321099|353281087886024,192.168.1.109|192.168.1.174,BSNL,False,,"19.952267,77.452834",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
600536847534,Adweta Comar,74,"83/80, Karan Road, Kolkata, West Bengal - 136314",adweta.comar18@gmail.com,9584627769,Kolkata,West Bengal,358495095598700,192.168.1.139|192.168.1.176|192.168.1.152|192.168.1.225|49.207.133.76|117.196.74.109|117.97.125.144|203.122.20.246,BSNL,True,data_exfiltration|location_hopping,"19.91907,77.352702",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
625140519110,Nisha Bail,52,"443, Garde Road, Bangalore, Karnataka - 055804",nisha.bail831@yahoo.in,8408990564,Bangalore,Karnataka,353281082010764|353281085828714,103.248.114.191|49.207.209.140|49.207.31.166,Jio,False,,"12.939853,77.527366",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
279947656233,Ekta Chander,59,"47, Nagy, Bangalore, Karnataka - 219242",ekta.chander161@gmail.com,7976452517,Bangalore,Karnataka,358755073876805,49.207.209.102|103.248.51.241|117.196.71.21|49.207.203.211|117.196.254.198,BSNL,False,,"13.225252,77.481176",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
017280305452,Nachiket Pall,32,"H.No. 09, Vasa Circle, Chennai, Tamil Nadu - 400581",nachiket.pall156@yahoo.in,9930388544,Chennai,Tamil Nadu,356944104602530,203.192.27.142|117.192.45.128|117.192.153.159|203.192.139.157,Vi,False,,"13.395635,80.057284",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
928269479066,Libni Narang,42,"H.No. 174, Singh Chowk, Pune, Maharashtra - 409636",libni.narang123@gmail.com,9452142777,Pune,Maharashtra,356944109137503,192.168.1.198|192.168.1.42|192.168.1.55|192.168.1.137,Jio,False,,"19.810412,77.085189",6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22
